,id
36423,0711.3531
36563,0711.3671
36575,0711.3683
36609,0711.3717
36709,0711.3817
36883,0711.3991
36936,0711.4044
37091,0711.4199
37205,0711.4313
37267,0711.4375
37309,0711.4417
37432,0711.4540
37470,0711.4578
37628,0711.4736
37661,0711.4769
37782,0711.4890
37785,0711.4893
37848,0711.4956
38231,0712.0310
38261,0712.0340
38265,0712.0344
38277,0712.0356
38419,0712.0498
38465,0712.0544
38519,0712.0598
38520,0712.0599
38525,0712.0604
38589,0712.0668
38655,0712.0734
38724,0712.0803
38772,0712.0851
38818,0712.0897
38827,0712.0906
38850,0712.0929
38866,0712.0945
38919,0712.0998
38941,0712.1020
38972,0712.1051
39033,0712.1112
39048,0712.1127
39064,0712.1143
39096,0712.1175
39102,0712.1181
39201,0712.1280
39232,0712.1311
39332,0712.1411
39359,0712.1438
39427,0712.1506
39430,0712.1509
39437,0712.1516
39488,0712.1567
39505,0712.1584
39510,0712.1589
39526,0712.1605
39566,0712.1645
39585,0712.1664
39629,0712.1708
39665,0712.1744
39815,0712.1894
39959,0712.2038
40047,0712.2126
40154,0712.2233
40170,0712.2249
40187,0712.2266
40261,0712.2340
40269,0712.2348
40274,0712.2353
40304,0712.2383
40318,0712.2397
40433,0712.2512
40455,0712.2534
40580,0712.2659
40598,0712.2677
40612,0712.2691
40654,0712.2733
40772,0712.2851
40785,0712.2864
41194,0712.3273
41283,0712.3362
41390,0712.3469
41414,0712.3493
41424,0712.3503
41710,0712.3789
41726,0712.3805
41745,0712.3824
41762,0712.3841
42035,0712.4114
42075,0712.4154
42085,0712.4164
42155,0712.4234
42192,0712.4271
42288,0712.4367
42509,0801.0182
42645,0801.0318
42752,0801.0425
42955,0801.0628
43007,0801.0680
43024,0801.0697
43103,0801.0776
43105,0801.0778
43145,0801.0818
43167,0801.0840
43193,0801.0866
43204,0801.0877
43351,0801.1024
43419,0801.1092
43456,0801.1129
43479,0801.1152
43480,0801.1153
43562,0801.1235
43653,0801.1326
44235,0801.1908
44297,0801.1970
44766,0801.2439
44802,0801.2475
44883,0801.2556
44969,0801.2642
45006,0801.2679
45312,0801.2985
45317,0801.2990
45459,0801.3132
45520,0801.3193
45745,0801.3418
45903,0801.3576
45913,0801.3586
45917,0801.3590
45950,0801.3623
46204,0801.3877
46212,0801.3885
46233,0801.3906
47133,0801.4806
47240,0801.4913
47347,0802.0050
47633,0802.0336
47729,0802.0432
48297,0802.1000
48338,0802.1041
48345,0802.1048
48844,0802.1547
48975,0802.1678
49155,0802.1858
49353,0802.2056
49361,0802.2064
49457,0802.2160
49552,0802.2255
49561,0802.2264
49565,0802.2268
49697,0802.2400
49796,0802.2499
49918,0802.2621
49961,0802.2664
50169,0802.2872
50190,0802.2893
50249,0802.2952
50262,0802.2965
50285,0802.2988
50306,0802.3009
50314,0802.3017
50320,0802.3023
50479,0802.3182
50596,0802.3299
50736,0802.3439
51184,0802.3887
51252,0802.3955
51265,0802.3968
51332,0802.4035
51349,0802.4052
51450,0802.4153
51511,0802.4214
51519,0802.4222
51555,0802.4258
51790,0803.0030
51793,0803.0033
51842,0803.0082
52499,0803.0739
52532,0803.0772
52553,0803.0793
52878,0803.1118
53211,0803.1451
53274,0803.1514
53294,0803.1534
53377,0803.1617
53443,0803.1683
53623,0803.1863
53897,0803.2137
53918,0803.2158
54019,0803.2259
54023,0803.2263
54127,0803.2367
54294,0803.2534
54539,0803.2779
54598,0803.2838
54629,0803.2869
54688,0803.2928
54753,0803.2993
55016,0803.3256
55073,0803.3313
55135,0803.3375
55183,0803.3423
55253,0803.3493
55638,0803.3878
56024,0803.4264
56056,0803.4296
56072,0803.4312
56211,0803.4451
56235,0803.4475
56299,0804.0020
56457,0804.0178
56690,0804.0411
56769,0804.0490
56926,0804.0647
57110,0804.0831
57175,0804.0896
57322,0804.1043
57386,0804.1107
57438,0804.1159
57487,0804.1208
57733,0804.1454
57859,0804.1580
57963,0804.1684
58148,0804.1869
58342,0804.2063
58368,0804.2089
58577,0804.2298
58701,0804.2422
59022,0804.2743
59035,0804.2756
59078,0804.2799
59292,0804.3013
59499,0804.3220
59530,0804.3251
59702,0804.3423
59788,0804.3509
59935,0804.3656
59943,0804.3664
59985,0804.3706
60162,0804.3883
60178,0804.3899
60187,0804.3908
60425,0804.4146
60567,0804.4288
60691,0804.4412
60711,0804.4432
60773,0804.4494
60856,0804.4577
60912,0804.4633
61049,0804.4770
61208,0805.0031
61363,0805.0186
61429,0805.0252
61674,0805.0497
61867,0805.0690
61886,0805.0709
61919,0805.0742
62394,0805.1217
62425,0805.1248
62494,0805.1317
62683,0805.1506
62899,0805.1722
62941,0805.1764
62974,0805.1797
63122,0805.1945
63123,0805.1946
63137,0805.1960
63146,0805.1969
63178,0805.2001
63263,0805.2086
63270,0805.2093
63286,0805.2109
63352,0805.2175
63439,0805.2262
63450,0805.2273
63479,0805.2302
63494,0805.2317
63527,0805.2350
63542,0805.2365
63559,0805.2382
63585,0805.2408
63644,0805.2467
63651,0805.2474
63653,0805.2476
63668,0805.2491
63701,0805.2524
63753,0805.2576
63768,0805.2591
63791,0805.2614
63957,0805.2780
63980,0805.2803
63986,0805.2809
64040,0805.2863
64048,0805.2871
64083,0805.2906
64152,0805.2975
64181,0805.3004
64213,0805.3036
64238,0805.3061
64283,0805.3106
64287,0805.3110
64296,0805.3119
64340,0805.3163
64348,0805.3171
64358,0805.3181
64402,0805.3225
64420,0805.3243
64489,0805.3312
64511,0805.3334
64564,0805.3387
64733,0805.3556
64737,0805.3560
64801,0805.3624
64861,0805.3684
64950,0805.3773
64993,0805.3816
65043,0805.3866
65048,0805.3871
65055,0805.3878
65060,0805.3883
65106,0805.3929
65131,0805.3954
65145,0805.3968
65228,0805.4051
65243,0805.4066
65567,0805.4390
65583,0805.4406
65615,0805.4438
65639,0805.4462
65705,0805.4528
65707,0805.4530
65776,0805.4599
65885,0805.4708
65973,0805.4796
65988,0805.4811
66007,0805.4830
66082,0806.0069
66104,0806.0091
66314,0806.0301
66328,0806.0315
66624,0806.0611
66684,0806.0671
66820,0806.0807
66838,0806.0825
66896,0806.0883
66959,0806.0946
67008,0806.0995
67215,0806.1202
67240,0806.1227
67343,0806.1330
67348,0806.1335
67392,0806.1379
67462,0806.1449
67712,0806.1699
67728,0806.1715
67993,0806.1980
68132,0806.2119
68236,0806.2223
68250,0806.2237
68351,0806.2338
68357,0806.2344
68360,0806.2347
68402,0806.2389
68453,0806.2440
68485,0806.2472
68500,0806.2487
68535,0806.2522
68628,0806.2615
68990,0806.2977
69005,0806.2992
69040,0806.3027
69540,0806.3527
69548,0806.3535
69667,0806.3654
69871,0806.3858
69906,0806.3893
69970,0806.3957
70000,0806.3987
70007,0806.3994
70111,0806.4098
70432,0806.4419
70480,0806.4467
70606,0806.4593
70638,0806.4625
70647,0806.4634
70799,0806.4786
70826,0806.4813
71141,0807.0148
71181,0807.0188
71184,0807.0191
71335,0807.0342
71487,0807.0494
71489,0807.0496
71569,0807.0576
71582,0807.0589
71587,0807.0594
71638,0807.0645
71679,0807.0686
71715,0807.0722
71852,0807.0859
72018,0807.1025
72079,0807.1086
72208,0807.1215
72213,0807.1220
72283,0807.1290
72284,0807.1291
72292,0807.1299
72411,0807.1418
72420,0807.1427
72592,0807.1599
72605,0807.1612
72663,0807.1670
72685,0807.1692
72765,0807.1772
73007,0807.2014
73134,0807.2141
73160,0807.2167
73163,0807.2170
73168,0807.2175
73197,0807.2204
73400,0807.2407
73401,0807.2408
73417,0807.2424
73688,0807.2695
73728,0807.2735
73941,0807.2948
74096,0807.3103
74116,0807.3123
74125,0807.3132
74360,0807.3367
74439,0807.3446
74475,0807.3482
74516,0807.3523
74711,0807.3718
74750,0807.3757
74827,0807.3834
74919,0807.3926
74928,0807.3935
74966,0807.3973
75005,0807.4012
75041,0807.4048
75069,0807.4076
75112,0807.4119
75120,0807.4127
75180,0807.4187
75219,0807.4226
75255,0807.4262
75264,0807.4271
75298,0807.4305
75451,0807.4458
75484,0807.4491
75486,0807.4493
75537,0807.4544
75538,0807.4545
75560,0807.4567
75582,0807.4589
75645,0807.4652
75753,0807.4760
75893,0807.4900
75902,0807.4909
75911,0807.4918
75949,0807.4956
75953,0807.4960
75967,0807.4974
75968,0807.4975
75970,0807.4977
75971,0807.4978
76014,0807.5021
76029,0807.5036
76138,0808.0006
76143,0808.0011
76149,0808.0017
76163,0808.0031
76180,0808.0048
76182,0808.0050
76206,0808.0074
76218,0808.0086
76223,0808.0091
76228,0808.0096
76246,0808.0114
76279,0808.0147
76294,0808.0162
76350,0808.0218
76358,0808.0226
76401,0808.0269
76403,0808.0271
76405,0808.0273
76465,0808.0333
76524,0808.0392
76578,0808.0446
76585,0808.0453
76660,0808.0528
76666,0808.0534
76697,0808.0565
76711,0808.0579
76786,0808.0654
76796,0808.0664
76801,0808.0669
76815,0808.0683
76829,0808.0697
76832,0808.0700
76835,0808.0703
76858,0808.0726
76860,0808.0728
76929,0808.0797
76956,0808.0824
76965,0808.0833
76990,0808.0858
76999,0808.0867
77032,0808.0900
77033,0808.0901
77065,0808.0933
77103,0808.0971
77135,0808.1003
77143,0808.1011
77163,0808.1031
77191,0808.1059
77221,0808.1089
77253,0808.1121
77256,0808.1124
77398,0808.1266
77428,0808.1296
77429,0808.1297
77438,0808.1306
77457,0808.1325
77470,0808.1338
77498,0808.1366
77511,0808.1379
77619,0808.1487
77675,0808.1543
77785,0808.1653
77970,0808.1838
77998,0808.1866
77999,0808.1867
78035,0808.1903
78047,0808.1915
78064,0808.1932
78102,0808.1970
78293,0808.2161
78299,0808.2167
78315,0808.2183
78577,0808.2445
78578,0808.2446
78591,0808.2459
78708,0808.2576
78711,0808.2579
78722,0808.2590
78805,0808.2673
78838,0808.2706
78932,0808.2800
79066,0808.2934
79067,0808.2935
79263,0808.3131
79445,0808.3313
79479,0808.3347
79499,0808.3367
79640,0808.3508
79656,0808.3524
79718,0808.3586
79782,0808.3650
79795,0808.3663
79809,0808.3677
79915,0808.3783
79916,0808.3784
79927,0808.3795
79929,0808.3797
80052,0808.3920
80155,0808.4023
80234,0808.4102
80256,0808.4124
80271,0808.4139
80274,0808.4142
80334,0809.0042
80340,0809.0048
80372,0809.0080
80588,0809.0296
80634,0809.0342
80639,0809.0347
80712,0809.0420
80742,0809.0450
80754,0809.0462
80823,0809.0531
80963,0809.0671
80967,0809.0675
81120,0809.0828
81129,0809.0837
81177,0809.0885
81252,0809.0960
81342,0809.1050
81402,0809.1110
81445,0809.1153
81466,0809.1174
81516,0809.1224
81627,0809.1335
81699,0809.1407
81751,0809.1459
81857,0809.1565
81964,0809.1672
82070,0809.1778
82095,0809.1803
82465,0809.2173
82496,0809.2204
82664,0809.2372
82739,0809.2447
82765,0809.2473
82818,0809.2526
82873,0809.2581
82879,0809.2587
83105,0809.2813
83178,0809.2886
83207,0809.2915
83221,0809.2929
83247,0809.2955
83299,0809.3007
83467,0809.3175
83495,0809.3203
83516,0809.3224
83715,0809.3423
83801,0809.3509
83897,0809.3605
83984,0809.3692
84000,0809.3708
84073,0809.3781
84126,0809.3834
84164,0809.3872
84222,0809.3930
84242,0809.3950
84248,0809.3956
84319,0809.4027
84370,0809.4078
84412,0809.4120
84437,0809.4145
84442,0809.4150
84446,0809.4154
84457,0809.4165
84582,0809.4290
84658,0809.4366
84764,0809.4472
84873,0809.4581
84962,0809.4670
85100,0809.4808
85101,0809.4809
85152,0809.4860
85188,0809.4896
85193,0809.4901
85195,0809.4903
85207,0809.4915
85238,0809.4946
85248,0809.4956
85255,0809.4963
85261,0809.4969
85296,0809.5004
85299,0809.5007
85302,0809.5010
85436,0809.5144
85455,0809.5163
85468,0809.5176
85499,0809.5207
85532,0809.5240
85557,0809.5265
85616,0810.0037
85691,0810.0112
85755,0810.0176
85760,0810.0181
85797,0810.0218
85811,0810.0232
85894,0810.0315
85913,0810.0334
85914,0810.0335
85937,0810.0358
85959,0810.0380
85974,0810.0395
85983,0810.0404
85992,0810.0413
85993,0810.0414
86027,0810.0448
86044,0810.0465
86048,0810.0469
86073,0810.0494
86080,0810.0501
86081,0810.0502
86112,0810.0533
86130,0810.0551
86132,0810.0553
86145,0810.0566
86150,0810.0571
86216,0810.0637
86234,0810.0655
86240,0810.0661
86273,0810.0694
86280,0810.0701
86375,0810.0796
86383,0810.0804
86386,0810.0807
86388,0810.0809
86416,0810.0837
86486,0810.0907
86579,0810.1000
86620,0810.1041
86646,0810.1067
86652,0810.1073
86712,0810.1133
86722,0810.1143
86779,0810.1200
86910,0810.1331
86974,0810.1395
86975,0810.1396
86977,0810.1398
86999,0810.1420
87029,0810.1450
87032,0810.1453
87195,0810.1616
87236,0810.1657
87245,0810.1666
87261,0810.1682
87330,0810.1751
87453,0810.1874
87475,0810.1896
87629,0810.2050
87638,0810.2059
87653,0810.2074
87657,0810.2078
87720,0810.2141
87791,0810.2212
87799,0810.2220
87840,0810.2261
87857,0810.2278
87907,0810.2328
87932,0810.2353
87960,0810.2381
87975,0810.2396
87980,0810.2401
88007,0810.2428
88055,0810.2476
88072,0810.2493
88098,0810.2519
88129,0810.2550
88190,0810.2611
88207,0810.2628
88242,0810.2663
88243,0810.2664
88254,0810.2675
88282,0810.2703
88372,0810.2793
88467,0810.2888
88493,0810.2914
88507,0810.2928
88512,0810.2933
88527,0810.2948
88545,0810.2966
88624,0810.3045
88648,0810.3069
88675,0810.3096
88723,0810.3144
88740,0810.3161
88746,0810.3167
88748,0810.3169
88750,0810.3171
88754,0810.3175
88757,0810.3178
88760,0810.3181
88766,0810.3187
88792,0810.3213
88798,0810.3219
88808,0810.3229
88810,0810.3231
88837,0810.3258
88863,0810.3284
88880,0810.3301
88891,0810.3312
88899,0810.3320
88902,0810.3323
88905,0810.3326
88917,0810.3338
88918,0810.3339
88928,0810.3349
88929,0810.3350
88937,0810.3358
88940,0810.3361
88941,0810.3362
89007,0810.3428
89015,0810.3436
89022,0810.3443
89023,0810.3444
89027,0810.3448
89043,0810.3464
89093,0810.3514
89094,0810.3515
89098,0810.3519
89101,0810.3522
89106,0810.3527
89112,0810.3533
89120,0810.3541
89125,0810.3546
89145,0810.3566
89149,0810.3570
89153,0810.3574
89161,0810.3582
89162,0810.3583
89183,0810.3604
89185,0810.3606
89189,0810.3610
89191,0810.3612
89196,0810.3617
89197,0810.3618
89206,0810.3627
89211,0810.3632
89221,0810.3642
89222,0810.3643
89224,0810.3645
89225,0810.3646
89231,0810.3652
89235,0810.3656
89245,0810.3666
89256,0810.3677
89257,0810.3678
89260,0810.3681
89261,0810.3682
89265,0810.3686
89269,0810.3690
89271,0810.3692
89278,0810.3699
89284,0810.3705
89285,0810.3706
89290,0810.3711
89295,0810.3716
89302,0810.3723
89316,0810.3737
89318,0810.3739
89326,0810.3747
89327,0810.3748
89332,0810.3753
89333,0810.3754
89337,0810.3758
89345,0810.3766
89408,0810.3829
89410,0810.3831
89436,0810.3857
89452,0810.3873
89457,0810.3878
89482,0810.3903
89516,0810.3937
89598,0810.4019
89615,0810.4036
89646,0810.4067
89663,0810.4084
89693,0810.4114
89754,0810.4175
89801,0810.4222
89900,0810.4321
90061,0810.4482
90089,0810.4510
90113,0810.4534
90330,0810.4751
90333,0810.4754
90396,0810.4817
90398,0810.4819
90410,0810.4831
90586,0810.5007
90691,0810.5112
90805,0810.5226
90936,0810.5357
91052,0810.5473
91076,0810.5497
91187,0810.5608
91190,0810.5611
91300,0810.5721
91376,0811.0024
91405,0811.0053
91440,0811.0088
91696,0811.0344
91721,0811.0369
91916,0811.0564
91938,0811.0586
92087,0811.0735
92140,0811.0788
92183,0811.0831
92217,0811.0865
92225,0811.0873
92246,0811.0894
92359,0811.1007
92370,0811.1018
92414,0811.1062
92463,0811.1111
92485,0811.1133
92546,0811.1194
92559,0811.1207
92625,0811.1273
92627,0811.1275
92781,0811.1429
92896,0811.1544
92944,0811.1592
93033,0811.1681
93281,0811.1929
93331,0811.1979
93525,0811.2173
93695,0811.2343
93864,0811.2512
93994,0811.2642
94172,0811.2820
94236,0811.2884
94731,0811.3379
94892,0811.3540
95017,0811.3665
95178,0811.3826
95517,0811.4165
96034,0811.4682
96040,0811.4688
96393,0812.0267
96596,0812.0470
96597,0812.0471
96606,0812.0480
96738,0812.0612
96739,0812.0613
96860,0812.0734
96883,0812.0757
97147,0812.1021
97221,0812.1095
97238,0812.1112
97253,0812.1127
97540,0812.1414
97584,0812.1458
97655,0812.1529
97709,0812.1583
98014,0812.1888
98080,0812.1954
98125,0812.1999
98129,0812.2003
98171,0812.2045
98542,0812.2416
98637,0812.2511
98643,0812.2517
98681,0812.2555
98791,0812.2665
98955,0812.2829
98990,0812.2864
99076,0812.2950
99112,0812.2986
99167,0812.3041
99249,0812.3123
99374,0812.3248
99450,0812.3324
99464,0812.3338
99526,0812.3400
99621,0812.3495
99697,0812.3571
99901,0812.3775
99930,0812.3804
100105,0812.3979
100162,0812.4036
100514,0812.4388
100584,0812.4458
100595,0812.4469
100653,0812.4527
100669,0812.4543
100746,0812.4620
100788,0812.4662
100946,0812.4820
100956,0812.4830
101122,0812.4996
101288,0901.0046
101393,0901.0151
101715,0901.0473
101719,0901.0477
101730,0901.0488
101749,0901.0507
101754,0901.0512
101888,0901.0646
101935,0901.0693
101943,0901.0701
101981,0901.0739
101982,0901.0740
102254,0901.1012
102257,0901.1015
102305,0901.1063
102389,0901.1147
102452,0901.1210
102458,0901.1216
102465,0901.1223
102505,0901.1263
102533,0901.1291
102673,0901.1431
102685,0901.1443
102708,0901.1466
102777,0901.1535
102783,0901.1541
102798,0901.1556
